Team,Sport
Indonesia,Rowing
Indonesia,Surfing
Indonesia,Artistic Gymnastics
Indonesia,Cycling Track
Indonesia,Sport Climbing
Indonesia-1,Badminton
Indonesia-2,Badminton
Inga-Lill XXXXIII,Sailing
Ingegerd,Sailing
Iran,Fencing
Iran,Basketball
Iran,Boxing
Iran,Shooting
Iran,Weightlifting
Iran,Wrestling
Iran,Athletics
Iran,Cycling
Iran,Diving
Iran,Football
Iran,Gymnastics
Iran,Swimming
Iran,Water Polo
Iran,Table Tennis
Iran,Judo
Iran,Canoeing
Iran,Equestrianism
Iran,Taekwondo
Iran,Archery
Iran,Badminton
Iran,Rowing
Iran,Volleyball
Iran,Canoe Sprint
Iran,Cycling Road
Iran,Karate
Iraq,Athletics
Iraq,Basketball
Iraq,Boxing
Iraq,Cycling
Iraq,Weightlifting
Iraq,Wrestling
Iraq,Football
Iraq,Table Tennis
Iraq,Shooting
Iraq,Swimming
Iraq,Judo
Iraq,Taekwondo
Iraq,Rowing
Iraq,Archery
Ireland,Cycling
Ireland,Art Competitions
Ireland,Athletics
Ireland,Boxing
Ireland,Football
Ireland,Tennis
Ireland,Water Polo
Ireland,Swimming
Ireland,Basketball
Ireland,Diving
Ireland,Equestrianism
Ireland,Fencing
Ireland,Rowing
Ireland,Sailing
Ireland,Wrestling
Ireland,Weightlifting
Ireland,Judo
Ireland,Shooting
Ireland,Canoeing
Ireland,Archery
Ireland,Modern Pentathlon
Ireland,Gymnastics
Ireland,Badminton
Ireland,Triathlon
Ireland,Golf
Ireland,Hockey
Ireland,Artistic Gymnastics
Ireland,Canoe Slalom
Ireland,Cycling Road
Ireland,Cycling Track
Ireland,Equestrian
Ireland,Rugby Sevens
Ireland,Taekwondo
Ireland,"Marathon Swimming, Swimming"
Ireland-1,Tennis
Ireland-2,Hockey
Ireland-2,Tennis
Ireland-3,Polo
Ireland-3,Cycling
Irene,Sailing
Israel,Athletics
Israel,Basketball
Israel,Diving
Israel,Shooting
Israel,Swimming
Israel,Cycling
Israel,Fencing
Israel,Gymnastics
Israel,Weightlifting
Israel,Football
Israel,Sailing
Israel,Wrestling
Israel,Judo
Israel,Boxing
Israel,Canoeing
Israel,Rhythmic Gymnastics
Israel,Tennis
Israel,Synchronized Swimming
Israel,Table Tennis
Israel,Taekwondo
Israel,Badminton
Israel,Golf
Israel,Triathlon
Israel,Archery
Israel,Artistic Gymnastics
Israel,Artistic Swimming
Israel,Baseball/Softball
Israel,Cycling Mountain Bike
Israel,Cycling Road
Israel,Equestrian
Israel,Marathon Swimming
Israel,Surfing
Israel,Cycling Track
Italia,Sailing
Italy,Shooting
Italy,Athletics
Italy,Cycling
Italy,Equestrianism
Italy,Fencing
Italy,Gymnastics
Italy,Swimming
Italy,Diving
Italy,Weightlifting
Italy,Rowing
Italy,Wrestling
Italy,Art Competitions
Italy,Football
Italy,Boxing
Italy,Modern Pentathlon
Italy,Tennis
Italy,Tug-Of-War
Italy,Water Polo
Italy,Sailing
Italy,Basketball
Italy,Canoeing
Italy,Hockey
Italy,Judo
Italy,Archery
Italy,Volleyball
Italy,Rhythmic Gymnastics
Italy,Synchronized Swimming
Italy,Table Tennis
Italy,Baseball
Italy,Beach Volleyball
Italy,Softball
Italy,Taekwondo
Italy,Triathlon
Italy,Trampolining
Italy,Badminton
Italy,Golf
Italy,3x3 Basketball
Italy,Artistic Gymnastics
Italy,Artistic Swimming
Italy,Baseball/Softball
Italy,Canoe Slalom
Italy,Canoe Sprint
Italy,Cycling BMX Racing
Italy,Cycling Mountain Bike
Italy,Cycling Road
Italy,Cycling Track
Italy,Equestrian
Italy,Karate
Italy,Marathon Swimming
Italy,Skateboarding
Italy,Sport Climbing
Italy,Surfing
Italy,Breaking
Italy,"Cycling Road, Cycling Track"
Italy,"Marathon Swimming, Swimming"
Italy-1,Beach Volleyball
Italy-1,Tennis
Italy-2,Beach Volleyball
Italy-2,Tennis
Ivory Coast,Athletics
Ivory Coast,Football
Ivory Coast,Judo
Ivory Coast,Rowing
Ivory Coast,Swimming
Ivory Coast,Taekwondo
Jamaica,Athletics
Jamaica,Boxing
Jamaica,Weightlifting
Jamaica,Cycling
Jamaica,Shooting
Jamaica,Sailing
Jamaica,Swimming
Jamaica,Diving
Jamaica,Table Tennis
Jamaica,Triathlon
Jamaica,Badminton
Jamaica,Equestrianism
Jamaica,Taekwondo
Jamaica,Gymnastics
Jamaica,Artistic Gymnastics
Jamaica,Judo
Japan,Athletics
Japan,Diving
Japan,Swimming
Japan,Tennis
Japan,Wrestling
Japan,Boxing
Japan,Equestrianism
Japan,Rowing
Japan,Art Competitions
Japan,Gymnastics
Japan,Hockey
Japan,Water Polo
Japan,Basketball
Japan,Football
Japan,Cycling
Japan,Fencing
Japan,Sailing
Japan,Shooting
Japan,Weightlifting
Japan,Modern Pentathlon
Japan,Canoeing
Japan,Judo
Japan,Volleyball
Japan,Archery
Japan,Handball
Japan,Rhythmic Gymnastics
Japan,Synchronized Swimming
Japan,Table Tennis
Japan,Badminton
Japan,Baseball
Japan,Beach Volleyball
Japan,Softball
Japan,Taekwondo
Japan,Trampolining
Japan,Triathlon
Japan,Golf
Japan,Rugby Sevens
Japan,3x3 Basketball
Japan,Artistic Gymnastics
Japan,Artistic Swimming
Japan,Baseball/Softball
Japan,Canoe Slalom
Japan,Canoe Sprint
Japan,Cycling BMX Freestyle
Japan,Cycling BMX Racing
Japan,Cycling Mountain Bike
Japan,Cycling Road
Japan,Cycling Track
Japan,Equestrian
Japan,Karate
Japan,Marathon Swimming
Japan,Skateboarding
Japan,Sport Climbing
Japan,Surfing
Japan,Trampoline Gymnastics
Japan,Breaking
Japan-1,Tennis
Japan-1,Table Tennis
Japan-1,Badminton
Japan-1,Beach Volleyball
Japan-2,Tennis
Japan-2,Table Tennis
Japan-2,Badminton
Japan-2,Beach Volleyball
Japan-3,Badminton
Jeanette-25,Sailing
Jeannette-18,Sailing
Jest,Sailing
Jet,Sailing
Jill,Sailing
Jo,Sailing
Johan,Sailing
John B,Sailing
Jordan,Shooting
Jordan,Athletics
Jordan,Fencing
Jordan,Archery
Jordan,Boxing
Jordan,Table Tennis
Jordan,Wrestling
Jordan,Swimming
Jordan,Equestrianism
Jordan,Taekwondo
Jordan,Judo
Jordan,Triathlon
Jordan,Equestrian
Jordan,Karate
Jordan,Artistic Gymnastics
Joy,Sailing
June Climene,Sailing
Jupiter,Sailing
K Division Metropolitan Police Team-3,Tug-Of-War
K.S.S.S. 1912-2,Sailing
KNS,Sailing
Kalayaan,Sailing
Kannibaltje,Sailing
Kathleen,Sailing
Kazakhstan,Archery
Kazakhstan,Athletics
Kazakhstan,Boxing
Kazakhstan,Canoeing
Kazakhstan,Cycling
Kazakhstan,Diving
Kazakhstan,Fencing
Kazakhstan,Gymnastics
Kazakhstan,Judo
Kazakhstan,Modern Pentathlon
Kazakhstan,Shooting
Kazakhstan,Swimming
Kazakhstan,Weightlifting
Kazakhstan,Wrestling
Kazakhstan,Rowing
Kazakhstan,Synchronized Swimming
Kazakhstan,Triathlon
Kazakhstan,Water Polo
Kazakhstan,Rhythmic Gymnastics
Kazakhstan,Taekwondo
Kazakhstan,Handball
Kazakhstan,Table Tennis
Kazakhstan,Volleyball
Kazakhstan,Tennis
Kazakhstan,Trampolining
Kazakhstan,Artistic Gymnastics
Kazakhstan,Artistic Swimming
Kazakhstan,Canoe Slalom
Kazakhstan,Canoe Sprint
Kazakhstan,Cycling Road
Kazakhstan,Cycling Track
Kazakhstan,Karate
Kazakhstan,Marathon Swimming
Kazakhstan,Sport Climbing
Kazakhstan,Badminton
Kazakhstan,Breaking
Kazakhstan,Trampoline Gymnastics
Kemphaan,Sailing
Kenya,Athletics
Kenya,Hockey
Kenya,Shooting
Kenya,Swimming
Kenya,Sailing
Kenya,Boxing
Kenya,Weightlifting
Kenya,Judo
Kenya,Wrestling
Kenya,Archery
Kenya,Cycling
Kenya,Volleyball
Kenya,Rowing
Kenya,Taekwondo
Kenya,Rugby Sevens
Kenya,Beach Volleyball
Kenya,Fencing
Kerstin-1,Sailing
Kiel,Sailing
Kingfisher,Sailing
Kiribati,Athletics
Kiribati,Weightlifting
Kiribati,Judo
Kitty-1,Sailing
Kln,Sailing
Knigsberg,Sailing
Kon-Tiki,Sailing
Konstanz,Sailing
Korea,Archery
Korea,Artistic Gymnastics
Korea,Artistic Swimming
Korea,Athletics
Korea,Badminton
Korea,Boxing
Korea,Breaking
Korea,Cycling Road
Korea,Diving
Korea,Equestrian
Korea,Fencing
Korea,Golf
Korea,Handball
Korea,Judo
Korea,Modern Pentathlon
Korea,Sailing
Korea,Shooting
Korea,Sport Climbing
Korea,Swimming
Korea,Table Tennis
Korea,Taekwondo
Korea,Weightlifting
Korea,Wrestling
Korshun,Sailing
Kosovo,Athletics
Kosovo,Cycling
Kosovo,Judo
Kosovo,Shooting
Kosovo,Swimming
Kosovo,Boxing
Kosovo,Wrestling
Kristiania Roklub,Rowing
Kristiania Roklub-1,Rowing
Kuling,Sailing
Kullan,Sailing
Kurush II,Sailing
Kurush IV,Sailing
Kuwait,Athletics
Kuwait,Swimming
Kuwait,Diving
Kuwait,Fencing
Kuwait,Judo
Kuwait,Football
Kuwait,Handball
Kuwait,Boxing
Kuwait,Rowing
Kuwait,Shooting
Kuwait,Weightlifting
Kuwait,Table Tennis
Kuwait,Taekwondo
Kuwait,Karate
Kuwait,Sailing
Kyrgyzstan,Athletics
Kyrgyzstan,Boxing
Kyrgyzstan,Canoeing
Kyrgyzstan,Cycling
Kyrgyzstan,Judo
Kyrgyzstan,Modern Pentathlon
Kyrgyzstan,Shooting
Kyrgyzstan,Swimming
Kyrgyzstan,Wrestling
Kyrgyzstan,Fencing
Kyrgyzstan,Weightlifting
Kyrgyzstan,Taekwondo
Kyrgyzstan,Sailing
L'Aile VI,Sailing
"La Salle Turnverein, Chicago",Gymnastics
LaBandera,Sailing
Lady C,Sailing
Lalage,Sailing
Lancet,Equestrianism
Lao PDR,Athletics
Lao PDR,Rhythmic Gymnastics
Lao PDR,Swimming
Laos,Athletics
Laos,Boxing
Laos,Shooting
Laos,Swimming
Laos,Archery
Laos,Cycling
Laos,Judo
"Large boat, Central Naval Prep School ""Poros""-1",Rowing
Lasha,Sailing
Latvia,Athletics
Latvia,Boxing
Latvia,Cycling
Latvia,Football
Latvia,Weightlifting
Latvia,Wrestling
Latvia,Art Competitions
Latvia,Sailing
Latvia,Basketball
Latvia,Shooting
Latvia,Canoeing
Latvia,Judo
Latvia,Modern Pentathlon
Latvia,Rowing
Latvia,Swimming
Latvia,Tennis
Latvia,Gymnastics
Latvia,Fencing
Latvia,Beach Volleyball
Latvia,Table Tennis
Latvia,3x3 Basketball
Latvia,Canoe Sprint
Latvia,Cycling BMX Racing
Latvia,Cycling Road
Latvia,Equestrian
Latvia,Karate
Latvia,Cycling BMX Freestyle
Latvia,Cycling Mountain Bike
Latvia,Diving
Latvia-1,Beach Volleyball
Latvia-2,Beach Volleyball
Laurea-1,Sailing
Lbeck,Sailing
Leander Club #1-1,Rowing
Leander Club #2-2,Rowing
Leander Club-1,Rowing
Leander Club-2,Rowing
Lebanon,Boxing
Lebanon,Shooting
Lebanon,Wrestling
Lebanon,Weightlifting
Lebanon,Athletics
Lebanon,Fencing
Lebanon,Sailing
Lebanon,Cycling
Lebanon,Swimming
Lebanon,Judo
Lebanon,Rowing
Lebanon,Table Tennis
Lebanon,Taekwondo
Lebanon,Canoeing
Lebanon,Tennis
Legionario,Sailing
Leipzig,Sailing
"Lemzos Thorichton ""Psara""-3",Rowing
"Lemzos Thorichton ""Spetsai""-4",Rowing
Lerina,Sailing
Lesotho,Athletics
Lesotho,Boxing
Lesotho,Taekwondo
Lesotho,Swimming
Lesotho,Cycling
Lett,Sailing
Libellule de Paris,Water Polo
Libellule de Paris-3,Swimming
Liberia,Athletics
Liberia,Boxing
Libya,Athletics
Libya,Cycling
Libya,Swimming
Libya,Volleyball
Libya,Weightlifting
Libya,Judo
Libya,Table Tennis
Libya,Taekwondo
Libya,Archery
Libya,Rowing
Libya,Shooting
Liechtenstein,Athletics
Liechtenstein,Cycling
Liechtenstein,Shooting
Liechtenstein,Gymnastics
Liechtenstein,Judo
Liechtenstein,Equestrianism
Liechtenstein,Swimming
Liechtenstein,Tennis
Liechtenstein,Artistic Swimming
Liechtenstein,Cycling Mountain Bike
"Life boat naval ship ""Spetsai""-1",Rowing
Linglom,Sailing
Lithuania,Cycling
Lithuania,Football
Lithuania,Athletics
Lithuania,Boxing
Lithuania,Weightlifting
Lithuania,Basketball
Lithuania,Canoeing
Lithuania,Judo
Lithuania,Modern Pentathlon
Lithuania,Rowing
Lithuania,Sailing
Lithuania,Swimming
Lithuania,Wrestling
Lithuania,Rhythmic Gymnastics
Lithuania,Shooting
Lithuania,Table Tennis
Lithuania,Gymnastics
Lithuania,Badminton
Lithuania,Tennis
Lithuania,Artistic Gymnastics
Lithuania,Canoe Sprint
Lithuania,Cycling Road
Lithuania,Cycling Track
Lithuania,3x3 Basketball
Lithuania,Beach Volleyball
Lithuania,Breaking
Lithuania,Equestrian
Liverpool Police Team-2,Tug-Of-War
Llanoria,Sailing
London City Police-1,Tug-Of-War
Lotta IV,Sailing
Lucky,Sailing
Lucky Girl-1,Sailing
Lucky Star,Sailing
Lucky Star,Equestrianism
Ludwigshafener Ruder Verein-1,Rowing
Ludwigshafener Ruderverein,Rowing
Lully II,Sailing
Luxembourg,Athletics
Luxembourg,Gymnastics
Luxembourg,Cycling
Luxembourg,Football
Luxembourg,Swimming
Luxembourg,Weightlifting
Luxembourg,Wrestling
Luxembourg,Art Competitions
Luxembourg,Boxing
Luxembourg,Tennis
Luxembourg,Water Polo
Luxembourg,Canoeing
Luxembourg,Fencing
Luxembourg,Shooting
Luxembourg,Archery
Luxembourg,Judo
Luxembourg,Table Tennis
Luxembourg,Triathlon
Luxembourg,Sailing
Luxembourg,Cycling Road
Luxembourg,Equestrian
Lyn-2,Sailing
Lynn,Sailing
Ma'Lindo,Sailing
Mac Miche,Sailing
Macedonia,Canoeing
Macedonia,Shooting
Macedonia,Swimming
Macedonia,Wrestling
Macedonia,Athletics
Macedonia,Judo
Macky VI,Sailing
Mad Dog,Sailing
Madagascar,Athletics
Madagascar,Cycling
Madagascar,Judo
Madagascar,Boxing
Madagascar,Swimming
Madagascar,Tennis
Madagascar,Weightlifting
Madagascar,Wrestling
Madagascar,Table Tennis
Magda IX,Sailing
Magdalen College Boat Club-1,Rowing
Maid of Lebanon,Sailing
Mainz,Sailing
Malawi,Athletics
Malawi,Boxing
Malawi,Cycling
Malawi,Swimming
Malawi,Archery
Malawi,Judo
Malaya,Athletics
Malaya,Hockey
Malaya,Shooting
Malaya,Swimming
Malaya,Weightlifting
Malaysia,Athletics
Malaysia,Boxing
Malaysia,Cycling
Malaysia,Fencing
Malaysia,Hockey
Malaysia,Judo
Malaysia,Shooting
Malaysia,Swimming
Malaysia,Weightlifting
Malaysia,Wrestling
Malaysia,Football
Malaysia,Table Tennis
Malaysia,Badminton
Malaysia,Canoeing
Malaysia,Sailing
Malaysia,Diving
Malaysia,Gymnastics
Malaysia,Taekwondo
Malaysia,Archery
Malaysia,Golf
Malaysia,Artistic Gymnastics
Malaysia,Cycling Track
Malaysia,Cycling Road
Malaysia-1,Badminton
Malaysia-2,Badminton
Maldives,Athletics
Maldives,Swimming
Maldives,Badminton
Maldives,Table Tennis
Mali,Athletics
Mali,Boxing
Mali,Judo
Mali,Swimming
Mali,Football
Mali,Basketball
Mali,Taekwondo
Malta,Water Polo
Malta,Athletics
Malta,Cycling
Malta,Sailing
Malta,Shooting
Malta,Swimming
Malta,Archery
Malta,Wrestling
Malta,Judo
Malta,Weightlifting
Malta,Badminton
Mamie-4,Sailing
Mamie-6,Sailing
Manana,Sailing
Marga-2,Sailing
Margaret,Sailing
Mari,Sailing
Marie-Tim,Sailing
"Marinai della nave da guerra ""Varese""",Rowing
Marmara,Sailing
Marmi II-1,Sailing
Marshall Islands,Athletics
Marshall Islands,Swimming
Marshall Islands,Taekwondo
Marshall Islands,Weightlifting
Marsouin-26,Sailing
Marsouin-8,Sailing
Martha-1,Sailing
Martha-27,Sailing
Maryke,Sailing
Mascaret-28,Sailing
Mascaret-4,Sailing
Mascotte,Sailing
Matrero II,Sailing
Mauritania,Wrestling
Mauritania,Athletics
Mauritania,Swimming
Mauritius,Athletics
Mauritius,Boxing
Mauritius,Table Tennis
Mauritius,Weightlifting
Mauritius,Wrestling
Mauritius,Badminton
Mauritius,Sailing
Mauritius,Swimming
Mauritius,Judo
Mauritius,Archery
Mauritius,Cycling
Mauritius,Beach Volleyball
Mauritius,Triathlon
Mauritius,Cycling Road
Mauritius-1,Badminton
Mauritius-2,Badminton
May Be,Sailing
May Be VII,Sailing
May-Be 1960,Sailing
Mebi,Sailing
Merope,Sailing
Merope III,Sailing
Meteor,Sailing
Mexico,Athletics
Mexico,Shooting
Mexico,Tennis
Mexico,Art Competitions
Mexico,Boxing
Mexico,Diving
Mexico,Fencing
Mexico,Football
Mexico,Cycling
Mexico,Equestrianism
Mexico,Gymnastics
Mexico,Modern Pentathlon
Mexico,Swimming
Mexico,Wrestling
Mexico,Basketball
Mexico,Polo
Mexico,Weightlifting
Mexico,Water Polo
Mexico,Rowing
Mexico,Judo
Mexico,Sailing
Mexico,Canoeing
Mexico,Hockey
Mexico,Volleyball
Mexico,Archery
Mexico,Synchronized Swimming
Mexico,Beach Volleyball
Mexico,Table Tennis
Mexico,Taekwondo
Mexico,Triathlon
Mexico,Badminton
Mexico,Golf
Mexico,Artistic Gymnastics
Mexico,Artistic Swimming
Mexico,Baseball/Softball
Mexico,Canoe Slalom
Mexico,Cycling Mountain Bike
Mexico,Cycling Road
Mexico,Cycling Track
Mexico,Equestrian
Mexico,Marathon Swimming
Mexico,Rhythmic Gymnastics
Mexico,Trampoline Gymnastics
Mexico,Canoe Sprint
Mexico,Surfing
Micronesia,Athletics
Micronesia,Swimming
Mignon-29,Sailing
Mignon-3,Sailing
Milwaukee Athletic Club-1,Tug-Of-War
"Milwaukee Turnverein, Milwaukee",Gymnastics
Minerva Amsterdam,Rowing
Minotaur,Sailing
Mirtala,Sailing
Miss Denmark 1964,Sailing
Miss Nippon IV,Sailing
Miss Nippon V,Sailing
Missouri Athletic Club-3,Swimming
Missouri Athletic Club-3,Water Polo
Mistral Hojris,Equestrianism
MitaII,Sailing
Mizar,Sailing
Mohawk Indians-2,Lacrosse
Moldova,Archery
Moldova,Athletics
Moldova,Boxing
Moldova,Canoeing
Moldova,Cycling
Moldova,Judo
Moldova,Shooting
Moldova,Swimming
Moldova,Weightlifting
Moldova,Wrestling
Moldova,Taekwondo
Moldova,Tennis
Moldova,Canoe Sprint
Monaco,Athletics
Monaco,Gymnastics
Monaco,Art Competitions
Monaco,Sailing
Monaco,Shooting
Monaco,Rowing
Monaco,Fencing
Monaco,Weightlifting
Monaco,Swimming
Monaco,Archery
Monaco,Judo
Monaco,Cycling
Monaco,Taekwondo
Monaco,Triathlon
Monaco,Table Tennis
Monaco,Marathon Swimming
Mongolia,Athletics
Mongolia,Cycling
Mongolia,Gymnastics
Mongolia,Shooting
Mongolia,Wrestling
Mongolia,Archery
Mongolia,Boxing
Mongolia,Judo
Mongolia,Weightlifting
Mongolia,Swimming
Mongolia,Taekwondo
Mongolia,3x3 Basketball
Mongolia,Table Tennis
Mongolia,Cycling Road
Monica,Sailing
Montenegro,Athletics
Montenegro,Boxing
Montenegro,Judo
Montenegro,Shooting
Montenegro,Swimming
Montenegro,Water Polo
Montenegro,Handball
Montenegro,Sailing
Montenegro,Tennis
Moorina,Sailing
Morena,Sailing
Morocco,Athletics
Morocco,Boxing
Morocco,Cycling
Morocco,Fencing
Morocco,Gymnastics
Morocco,Modern Pentathlon
Morocco,Sailing
Morocco,Shooting
Morocco,Weightlifting
Morocco,Wrestling
Morocco,Football
Morocco,Basketball
Morocco,Judo
Morocco,Table Tennis
Morocco,Tennis
Morocco,Canoeing
Morocco,Swimming
Morocco,Taekwondo
Morocco,Archery
Morocco,Equestrianism
Morocco,Golf
Morocco,Beach Volleyball
Morocco,Canoe Slalom
Morocco,Cycling Road
Morocco,Equestrian
Morocco,Karate
Morocco,Rowing
Morocco,Surfing
Morocco,Triathlon
Morocco,Breaking
Morocco,Canoe Sprint
Morocco,Cycling BMX Racing
Morocco,Skateboarding
Moseley Wanderers,Rugby
Mosk II,Sailing
Mouchette-2,Sailing
Mound City Rowing Club-2,Rowing
Mozambique,Athletics
Mozambique,Swimming
Mozambique,Boxing
Mozambique,Judo
Mozambique,Canoeing
Mozambique,Canoe Sprint
Mozambique,Sailing
Mutafo,Sailing
Myanmar,Athletics
Myanmar,Boxing
Myanmar,Weightlifting
Myanmar,Sailing
Myanmar,Swimming
Myanmar,Shooting
Myanmar,Football
Myanmar,Judo
Myanmar,Archery
Myanmar,Canoeing
Myanmar,Rowing
Myanmar,Badminton
Myojo,Sailing
Mystery,Sailing
Mythilus,Equestrianism
Nadine,Equestrianism
Naiad,Sailing
Namibia,Athletics
Namibia,Boxing
Namibia,Swimming
Namibia,Shooting
Namibia,Cycling
Namibia,Gymnastics
Namibia,Wrestling
Namibia,Cycling Mountain Bike
Namibia,Cycling Road
Namibia,Marathon Swimming
Namibia,Rowing
Namoussa,Sailing
Nan-2,Sailing
Nauru,Weightlifting
Nauru,Judo
Nauru,Athletics
Nausikaa 4,Sailing
Nautikos Omilos-3,Rowing
Nepal,Athletics
Nepal,Boxing
Nepal,Weightlifting
Nepal,Judo
Nepal,Shooting
Nepal,Swimming
Nepal,Taekwondo
Nepal,Archery
Nepal,Badminton
Nepal,Table Tennis
Nephos I,Sailing
Neptun II,Sailing
Netherlands,Archery
Netherlands,Fencing
Netherlands,Shooting
Netherlands,Swimming
Netherlands,Tennis
Netherlands,Athletics
Netherlands,Cycling
Netherlands,Football
Netherlands,Gymnastics
Netherlands,Water Polo
Netherlands,Wrestling
Netherlands,Modern Pentathlon
Netherlands,Boxing
Netherlands,Equestrianism
Netherlands,Rowing
Netherlands,Tug-Of-War
Netherlands,Weightlifting
Netherlands,Art Competitions
Netherlands,Diving
Netherlands,Sailing
Netherlands,Hockey
Netherlands,Canoeing
Netherlands,Judo
Netherlands,Volleyball
Netherlands,Synchronized Swimming
Netherlands,Table Tennis
Netherlands,Badminton
Netherlands,Baseball
Netherlands,Beach Volleyball
Netherlands,Softball
Netherlands,Taekwondo
Netherlands,Trampolining
Netherlands,Triathlon
Netherlands,Golf
Netherlands,Handball
Netherlands,3x3 Basketball
Netherlands,Artistic Gymnastics
Netherlands,Artistic Swimming
Netherlands,Canoe Slalom
Netherlands,Cycling BMX Racing
Netherlands,Cycling Mountain Bike
Netherlands,Cycling Road
Netherlands,Cycling Track
Netherlands,Equestrian
Netherlands,Marathon Swimming
Netherlands,Skateboarding
Netherlands,Breaking
Netherlands,Canoe Sprint
Netherlands Antilles,Football
Netherlands Antilles,Weightlifting
Netherlands Antilles,Fencing
Netherlands Antilles,Shooting
Netherlands Antilles,Athletics
Netherlands Antilles,Judo
Netherlands Antilles,Swimming
Netherlands Antilles,Synchronized Swimming
Netherlands Antilles,Sailing
Netherlands Antilles,Equestrianism
Netherlands Antilles,Triathlon
Netherlands-1,Table Tennis
Netherlands-1,Beach Volleyball
Netherlands-2,Table Tennis
Netherlands-2,Beach Volleyball
"New College, Oxford-2",Rowing
New York Athletic Club,Athletics
New York Athletic Club #1-1,Swimming
New York Athletic Club #2-4,Swimming
New York Athletic Club-1,Water Polo
New York Athletic Club-4,Tug-Of-War
"New York Turnverein, New York",Gymnastics
New Zealand,Athletics
New Zealand,Rowing
New Zealand,Swimming
New Zealand,Boxing
New Zealand,Cycling
New Zealand,Weightlifting
New Zealand,Hockey
New Zealand,Wrestling
New Zealand,Equestrianism
New Zealand,Fencing
New Zealand,Sailing
New Zealand,Gymnastics
New Zealand,Shooting
New Zealand,Archery
New Zealand,Canoeing
New Zealand,Judo
New Zealand,Diving
New Zealand,Modern Pentathlon
New Zealand,Rhythmic Gymnastics
New Zealand,Synchronized Swimming
New Zealand,Table Tennis
New Zealand,Tennis
New Zealand,Badminton
New Zealand,Beach Volleyball
New Zealand,Basketball
New Zealand,Softball
New Zealand,Triathlon
New Zealand,Taekwondo
New Zealand,Football
New Zealand,Golf
New Zealand,Rugby Sevens
New Zealand,Trampolining
New Zealand,Artistic Gymnastics
New Zealand,Canoe Slalom
New Zealand,Canoe Sprint
New Zealand,Cycling BMX Racing
New Zealand,Cycling Mountain Bike
New Zealand,Cycling Road
New Zealand,Cycling Track
New Zealand,Equestrian
New Zealand,Karate
New Zealand,Surfing
New Zealand,Trampoline Gymnastics
New Zealand,Artistic Swimming
New Zealand,Sport Climbing
Newfoundland,Athletics
Nicaragua,Athletics
Nicaragua,Boxing
Nicaragua,Weightlifting
Nicaragua,Judo
Nicaragua,Cycling
Nicaragua,Swimming
Nicaragua,Shooting
Nicaragua,Wrestling
Nicaragua,Baseball
Nicaragua,Taekwondo
Nicaragua,Rowing
Nicaragua,Surfing
Niger,Boxing
Niger,Athletics
Niger,Swimming
Niger,Judo
Niger,Rowing
Niger,Taekwondo
Niger,Fencing
Nigeria,Athletics
Nigeria,Boxing
Nigeria,Football
Nigeria,Weightlifting
Nigeria,Wrestling
Nigeria,Judo
Nigeria,Table Tennis
Nigeria,Tennis
Nigeria,Handball
Nigeria,Swimming
Nigeria,Badminton
Nigeria,Basketball
Nigeria,Taekwondo
Nigeria,Canoeing
Nigeria,Rowing
Nigeria,Artistic Gymnastics
Nigeria,Canoe Sprint
Nigeria,"Cycling Road, Cycling Track"
Nigeria-1,Table Tennis
Nigeria-2,Table Tennis
Nikh,Sailing
Nina,Sailing
Nina Claire-2,Sailing
Nina Claire-30,Sailing
Nirefs,Sailing
Nirwana,Sailing
Nokaut II,Sailing
Nora,Sailing
Noreg,Sailing
Norman-1,Sailing
Norna,Sailing
Nortazo,Sailing
North Borneo,Athletics
North Korea,Archery
North Korea,Athletics
North Korea,Boxing
North Korea,Gymnastics
North Korea,Judo
North Korea,Rowing
North Korea,Shooting
North Korea,Volleyball
North Korea,Weightlifting
North Korea,Wrestling
North Korea,Football
North Korea,Cycling
North Korea,Diving
North Korea,Rhythmic Gymnastics
North Korea,Table Tennis
North Korea,Synchronized Swimming
North Korea-1,Table Tennis
North Korea-2,Table Tennis
North Macedonia,Athletics
North Macedonia,Judo
North Macedonia,Karate
North Macedonia,Shooting
North Macedonia,Swimming
North Macedonia,Taekwondo
North Macedonia,Wrestling
North Yemen,Athletics
North Yemen,Judo
North Yemen,Wrestling
Norway,Athletics
Norway,Shooting
Norway,Gymnastics
Norway,Wrestling
Norway,Fencing
Norway,Cycling
Norway,Diving
Norway,Equestrianism
Norway,Football
Norway,Modern Pentathlon
Norway,Swimming
Norway,Tennis
Norway,Art Competitions
Norway,Boxing
Norway,Figure Skating
Norway,Rowing
Norway,Sailing
Norway,Canoeing
Norway,Weightlifting
Norway,Archery
Norway,Handball
Norway,Judo
Norway,Rhythmic Gymnastics
Norway,Badminton
Norway,Beach Volleyball
Norway,Taekwondo
Norway,Golf
Norway,Triathlon
Norway,Artistic Gymnastics
Norway,Canoe Sprint
Norway,Cycling BMX Racing
Norway,Cycling Mountain Bike
Norway,Cycling Road
Norway,Cycling Track
Norway,Equestrian
Norway,"Marathon Swimming, Swimming"
Norway-1,Tennis
Norway-1,Beach Volleyball
Norway-2,Tennis
Norway-2,Beach Volleyball
Norway-3,Tennis
Norwegian Rowing Association,Rowing
"Norwegier Turnverein, Brooklyn",Gymnastics
Notavel,Equestrianism
Nrnberg,Sailing
Nurdug II,Sailing
Nykjbings paa Falster,Rowing
Oleander II,Sailing
